24,8,0.566267
26,8,0.297498
29,8,0.167566
33,8,0.252713
36,8,0.931405
40,8,0.314484
43,8,0.091702
45,8,0.230194
46,8,0.599916
47,8,0.213887
50,8,0.903625
51,8,0.348635
53,8,0.168302
55,8,0.350693
61,8,0.340644
62,8,0.111237
1,9,0.685120
3,9,0.616431
6,9,0.574757
8,9,0.784711
11,9,0.103293
14,9,0.828096
16,9,0.286575
17,9,0.250020
20,9,0.169518
24,9,0.220647
33,9,0.536016
36,9,0.148460
38,9,0.205209
42,9,0.181186
43,9,0.875920
46,9,0.195521
49,9,0.163878
50,9,0.129738
53,9,0.620344
54,9,0.299290
56,9,0.289073
59,9,0.390437
60,9,0.347152
61,9,0.457573
62,9,0.682466
2,10,0.537229
3,10,0.155903
6,10,0.198934
7,10,0.417258
8,10,0.092336
13,10,0.198990
14,10,0.140177
16,10,0.491871
20,10,0.656578
23,10,0.559613
26,10,0.333147
29,10,0.230755
33,10,0.259837
34,10,0.586163
40,10,0.394561
43,10,0.151402
45,10,0.269180
47,10,0.298929
51,10,0.353652
53,10,0.153288
55,10,0.393697
56,10,0.496999
62,10,0.093986
1,11,0.668754
3,11,0.682183
6,11,0.642204
8,11,0.853793
9,11,0.103293
13,11,0.773939
14,11,0.900010
16,11,0.367444
17,11,0.253464
20,11,0.271140
22,11,0.574545
24,11,0.289392
33,11,0.611373
36,11,0.132541
38,11,0.308380
42,11,0.115720
43,11,0.945484
46,11,0.253877
49,11,0.208307
50,11,0.145236
53,11,0.686504
54,11,0.269450
56,11,0.373430
57,11,0.359984
59,11,0.365338
60,11,0.324712
61,11,0.517208
62,11,0.747595
63,11,0.488048
64,11,0.555763
66,11,0.576489
2,12,0.155143
3,12,0.474913
4,12,0.125935
5,12,0.131938
6,12,0.467220
7,12,0.454388
15,12,0.830760
19,12,0.136162
21,12,0.475842
22,12,0.911446
23,12,0.098074
26,12,0.319851
28,12,0.518301
30,12,0.233563
31,12,0.262798
33,12,0.417946
34,12,0.160391
35,12,0.334143
37,12,0.152043
40,12,0.431521
41,12,0.419097
45,12,0.332329
48,12,0.513560
51,12,0.432878
53,12,0.471238
55,12,0.279137
61,12,0.548478
64,12,0.892582
66,12,0.907573
67,12,0.552709
2,13,0.340331
3,13,0.150082
6,13,0.164316
8,13,0.135672
10,13,0.198990
11,13,0.773939
14,13,0.151821
23,13,0.360624
24,13,0.484966
26,13,0.170818
29,13,0.032404
33,13,0.164459
34,13,0.388652
42,13,0.750052
43,13,0.206040
45,13,0.105784
46,13,0.523403
51,13,0.249578
53,13,0.145151
55,13,0.217788
61,13,0.290112
62,13,0.136618
3,14,0.223217
6,14,0.259421
7,14,0.284627
8,14,0.054819
9,14,0.828096
10,14,0.140177
11,14,0.900010
13,14,0.151821
16,14,0.542526
24,14,0.611355
26,14,0.322042
33,14,0.292661
36,14,0.973790
40,14,0.259748
43,14,0.054271
45,14,0.255642
46,14,0.646312
47,14,0.160042
51,14,0.386908
53,14,0.218271
55,14,0.369072
61,14,0.390420
62,14,0.164377
1,15,0.194199
12,15,0.830760
22,15,0.082682
27,15,0.128347
33,15,0.413176
44,15,0.116785
45,15,0.501599
52,15,0.108057
54,15,0.282770
58,15,0.050295
59,15,0.204128
60,15,0.227801
63,15,0.084357
64,15,0.062052
66,15,0.079743
3,16,0.337224
6,16,0.294423
8,16,0.500823
9,16,0.286575
10,16,0.491871
11,16,0.367444
14,16,0.542526
20,16,0.167194
24,16,0.087504
33,16,0.249935
36,16,0.431274
38,16,0.188712
42,16,0.362309
43,16,0.591380
46,16,0.130683
50,16,0.402802
53,16,0.340602
54,16,0.344709
56,16,0.018864
61,16,0.196469
62,16,0.402884
1,17,0.919986
9,17,0.250020
11,17,0.253464
22,17,0.822067
24,17,0.461745
36,17,0.120939
42,17,0.368445
46,17,0.442854
49,17,0.111057
50,17,0.120896
54,17,0.521883
57,17,0.169128
59,17,0.617558
60,17,0.576037
61,17,0.697601
63,17,0.736244
66,17,0.823611
21,18,0.113247
25,18,0.069688
31,18,0.244600
35,18,0.142339
41,18,0.337185
48,18,0.130496
65,18,0.101844
67,18,0.186870
2,19,0.232586
4,19,0.118570
5,19,0.131355
12,19,0.136162
21,19,0.611173
23,19,0.205651
26,19,0.277437
30,19,0.143077
31,19,0.398074
34,19,0.261875
35,19,0.469701
37,19,0.288145
51,19,0.396055
55,19,0.264071
67,19,0.688692
9,20,0.169518
10,20,0.656578
11,20,0.271140
16,20,0.167194
24,20,0.155319
28,20,0.237870
32,20,0.182268
36,20,0.291359
38,20,0.047584
39,20,0.141743
42,20,0.318482
46,20,0.168082
50,20,0.255888
54,20,0.376764
56,20,0.159775
59,20,0.447985
60,20,0.406870
61,20,0.363142
4,21,0.569971
5,21,0.567491
7,21,0.919824
12,21,0.475842
18,21,0.113247
19,21,0.611173
25,21,0.165064
30,21,0.692119
31,21,0.232750
35,21,0.141802
37,21,0.326857
40,21,0.899865
41,21,0.447630
48,21,0.037930
65,21,0.107399
67,21,0.084423
1,22,0.114248
11,22,0.574545
12,22,0.911446
15,22,0.082682
17,22,0.822067
26,22,0.594943
27,22,0.154389
33,22,0.493529
36,22,0.703748
42,22,0.469938
44,22,0.127833
50,22,0.702973
52,22,0.171214
54,22,0.309645
58,22,0.108060
59,22,0.217666
60,22,0.252630
63,22,0.086619
64,22,0.022982
66,22,0.005262
1,23,0.985287
2,23,0.066795
3,23,0.470155
4,23,0.223845
5,23,0.230009
6,23,0.453809
7,23,0.538728
10,23,0.559613
12,23,0.098074
13,23,0.360624
19,23,0.205651
26,23,0.287505
29,23,0.329028
30,23,0.325675
31,23,0.240415
33,23,0.394247
34,23,0.062451
37,23,0.134157
41,23,0.322510
45,23,0.319248
53,23,0.467354
55,23,0.232876
61,23,0.513623
62,23,0.488120
3,24,0.396451
6,24,0.355271
8,24,0.566267
9,24,0.220647
11,24,0.289392
13,24,0.484966
14,24,0.611355
16,24,0.087504
17,24,0.461745
20,24,0.155319
29,24,0.475233
32,24,0.324938
33,24,0.321993
36,24,0.369003
38,24,0.194626
39,24,0.286829
42,24,0.275313
43,24,0.657813
45,24,0.390653
46,24,0.043191
50,24,0.346127
51,24,0.238633
53,24,0.400491
54,24,0.264678
56,24,0.100828
60,24,0.279006
61,24,0.237244
62,24,0.462408
18,25,0.069688
21,25,0.165064
35,25,0.124539
48,25,0.190953
65,25,0.171229
67,25,0.246470
1,26,0.698043
2,26,0.239705
3,26,0.201864
4,26,0.387466
5,26,0.399826
6,26,0.174673
8,26,0.297498
10,26,0.333147
12,26,0.319851
13,26,0.170818
14,26,0.322042
19,26,0.277437
22,26,0.594943
23,26,0.287505
29,26,0.147196
31,26,0.524936
33,26,0.108272
34,26,0.288379
37,26,0.421660
43,26,0.376001
45,26,0.067310
51,26,0.118828
53,26,0.200755
55,26,0.064733
61,26,0.229148
62,26,0.242790
66,26,0.591305
1,27,0.213733
15,27,0.128347
22,27,0.154389
44,27,0.031571
52,27,0.075128
58,27,0.176951
59,27,0.332472
60,27,0.355093
63,27,0.207442
64,27,0.151528
66,27,0.149129
2,28,0.366237
4,28,0.642367
5,28,0.649665
12,28,0.518301
20,28,0.237870
32,28,0.057418
38,28,0.190394
39,28,0.097625
41,28,0.100750
46,28,0.399456
54,28,0.614625
59,28,0.683673
60,28,0.643373
2,29,0.307946
3,29,0.167303
6,29,0.174031
8,29,0.167566
10,29,0.230755
13,29,0.032404
23,29,0.329028
24,29,0.475233
26,29,0.147196
31,29,0.565121
33,29,0.160285
34,29,0.356321
37,29,0.453327
42,29,0.743852
45,29,0.086844
46,29,0.514821
51,29,0.237287
53,29,0.162792
55,29,0.189219
61,29,0.292742
62,29,0.163691
2,30,0.366196
4,30,0.122227
5,30,0.125954
7,30,0.227784
12,30,0.233563
19,30,0.143077
21,30,0.692119
23,30,0.325675
31,30,0.463153
34,30,0.386968
35,30,0.551638
37,30,0.367086
40,30,0.209213
41,30,0.628555
47,30,0.206752
48,30,0.730014
67,30,0.762611
3,31,0.710536
4,31,0.341067
5,31,0.337486
6,31,0.693886
7,31,0.690794
12,31,0.262798
18,31,0.244600
19,31,0.398074
21,31,0.232750
23,31,0.240415
26,31,0.524936
29,31,0.565121
30,31,0.463153
33,31,0.632758
35,31,0.103193
37,31,0.112535
40,31,0.672095
45,31,0.559642
48,31,0.270084
53,31,0.707696
62,31,0.726640
65,31,0.319876
67,31,0.299515
20,32,0.182268
24,32,0.324938
28,32,0.057418
38,32,0.135219
39,32,0.040708
41,32,0.129500
46,32,0.346553
54,32,0.558827
59,32,0.629620
60,32,0.588862
2,33,0.347963
3,33,0.108535
4,33,0.468926
5,33,0.481665
6,33,0.071637
8,33,0.252713
9,33,0.536016
10,33,0.259837
11,33,0.611373
12,33,0.417946
13,33,0.164459
14,33,0.292661
15,33,0.413176
16,33,0.249935
22,33,0.493529
23,33,0.394247
24,33,0.321993
26,33,0.108272
29,33,0.160285
31,33,0.632758
34,33,0.396636
36,33,0.681204
37,33,0.528293
42,33,0.585613
43,33,0.342201
45,33,0.090391
46,33,0.359537
51,33,0.096253
53,33,0.109454
55,33,0.171123
61,33,0.137239
62,33,0.165940
64,33,0.474847
66,33,0.489636
2,34,0.049761
3,34,0.482821
4,34,0.286256
5,34,0.292262
6,34,0.461369
10,34,0.586163
12,34,0.160391
13,34,0.388652
19,34,0.261875
23,34,0.062451
26,34,0.288379
29,34,0.356321
30,34,0.386968
33,34,0.396636
37,34,0.152865
45,34,0.331450
53,34,0.480622
55,34,0.226996
62,34,0.508490
4,35,0.429732
5,35,0.427833
7,35,0.779115
12,35,0.334143
18,35,0.142339
19,35,0.469701
21,35,0.141802
25,35,0.124539
30,35,0.551638
31,35,0.103193
37,35,0.185308
40,35,0.758751
48,35,0.179642
65,35,0.218242
67,35,0.219818
1,36,0.800133
3,36,0.764159
6,36,0.722238
8,36,0.931405
9,36,0.148460
11,36,0.132541
14,36,0.973790
16,36,0.431274
17,36,0.120939
20,36,0.291359
22,36,0.703748
24,36,0.369003
33,36,0.681204
42,36,0.247591
43,36,1.022333
46,36,0.343363
49,36,0.106701
50,36,0.042397
53,36,0.767992
54,36,0.401406
56,36,0.431796
57,36,0.247387
59,36,0.497202
60,36,0.456011
61,36,0.606028
62,36,0.830210
63,36,0.617579
64,36,0.684336
66,36,0.705459
1,37,1.119336
2,37,0.190320
3,37,0.601619
4,37,0.245793
5,37,0.244918
6,37,0.586935
7,37,0.594183
12,37,0.152043
19,37,0.288145
21,37,0.326857
23,37,0.134157
26,37,0.421660
29,37,0.453327
30,37,0.367086
31,37,0.112535
33,37,0.528293
34,37,0.152865
35,37,0.185308
40,37,0.573539
45,37,0.451714
48,37,0.364769
53,37,0.598589
55,37,0.366184
61,37,0.647209
62,37,0.615487
65,37,0.397331
67,37,0.401669
9,38,0.205209
11,38,0.308380
16,38,0.188712
20,38,0.047584
24,38,0.194626
28,38,0.190394
32,38,0.135219
39,38,0.094994
42,38,0.363350
46,38,0.212354
54,38,0.424240
56,38,0.177206
59,38,0.494454
60,38,0.453643
61,38,0.384343
20,39,0.141743
24,39,0.286829
28,39,0.097625
32,39,0.040708
38,39,0.094994
46,39,0.307006
54,39,0.518164
59,39,0.589426
60,39,0.548519
4,40,0.331034
5,40,0.335166
7,40,0.029449
8,40,0.314484
10,40,0.394561
12,40,0.431521
14,40,0.259748
21,40,0.899865
30,40,0.209213
31,40,0.672095
35,40,0.758751
37,40,0.573539
43,40,0.245646
47,40,0.104768
48,40,0.937792
62,40,0.420629
67,40,0.971407
2,41,0.266011
4,41,0.542476
5,41,0.550021
12,41,0.419097
18,41,0.337185
21,41,0.447630
23,41,0.322510
28,41,0.100750
30,41,0.628555
32,41,0.129500
48,41,0.467659
67,41,0.524010
1,42,0.558937
9,42,0.181186
11,42,0.115720
13,42,0.750052
16,42,0.362309
17,42,0.368445
20,42,0.318482
22,42,0.469938
24,42,0.275313
29,42,0.743852
33,42,0.585613
36,42,0.247591
38,42,0.363350
45,42,0.661638
46,42,0.232709
49,42,0.320487
50,42,0.260276
51,42,0.510748
54,42,0.160507
56,42,0.373538
59,42,0.255477
60,42,0.217382
63,42,0.383432
64,42,0.452569
66,42,0.472341
3,43,0.264411
6,43,0.303315
7,43,0.266959
8,43,0.091702
9,43,0.875920
10,43,0.151402
11,43,0.945484
13,43,0.206040
14,43,0.054271
16,43,0.591380
24,43,0.657813
26,43,0.376001
33,43,0.342201
36,43,1.022333
40,43,0.245646
45,43,0.309380
46,43,0.691607
47,43,0.158056
50,43,0.994110
51,43,0.437426
53,43,0.259800
55,43,0.423339
61,43,0.431953
62,43,0.201157
1,44,0.182179
15,44,0.116785
22,44,0.127833
27,44,0.031571
51,44,0.451285
52,44,0.094559
54,44,0.399538
58,44,0.167004
59,44,0.318612
60,44,0.344338
61,44,0.318584
63,44,0.189396
64,44,0.128121
66,44,0.122634
2,45,0.281705
3,45,0.151627
4,45,0.378582
5,45,0.391329
6,45,0.135806
8,45,0.230194
10,45,0.269180
12,45,0.332329
13,45,0.105784
14,45,0.255642
15,45,0.501599
23,45,0.319248
24,45,0.390653
26,45,0.067310
29,45,0.086844
31,45,0.559642
33,45,0.090391
34,45,0.331450
37,45,0.451714
42,45,0.661638
43,45,0.309380
46,45,0.431012
51,45,0.152039
53,45,0.149248
55,45,0.124537
61,45,0.227491
62,45,0.181814
3,46,0.428491
6,46,0.388335
8,46,0.599916
9,46,0.195521
11,46,0.253877
13,46,0.523403
14,46,0.646312
16,46,0.130683
17,46,0.442854
20,46,0.168082
24,46,0.043191
28,46,0.399456
29,46,0.514821
32,46,0.346553
33,46,0.359537
36,46,0.343363
38,46,0.212354
39,46,0.307006
42,46,0.232709
43,46,0.691607
45,46,0.431012
49,46,0.345041
50,46,0.324335
51,46,0.279264
53,46,0.432761
54,46,0.226580
56,46,0.143822
59,46,0.285013
60,46,0.246136
61,46,0.264947
62,46,0.494075
7,47,0.132804
8,47,0.213887
10,47,0.298929
14,47,0.160042
30,47,0.206752
40,47,0.104768
43,47,0.158056
4,48,0.607855
5,48,0.605326
7,48,0.957730
12,48,0.513560
18,48,0.130496
21,48,0.037930
25,48,0.190953
30,48,0.730014
31,48,0.270084
35,48,0.179642
37,48,0.364769
40,48,0.937792
41,48,0.467659
65,48,0.090390
67,48,0.056382
1,49,0.848761
9,49,0.163878
11,49,0.208307
17,49,0.111057
36,49,0.106701
42,49,0.320487
46,49,0.345041
50,49,0.069173
54,49,0.458746
57,49,0.151689
59,49,0.551960
60,49,0.508958
1,50,0.802666
3,50,0.738257
6,50,0.695927
8,50,0.903625
9,50,0.129738
11,50,0.145236
16,50,0.402802
17,50,0.120896
20,50,0.255888
22,50,0.702973
24,50,0.346127
36,50,0.042397
42,50,0.260276
43,50,0.994110
46,50,0.324335
49,50,0.069173
53,50,0.741923
54,50,0.406888
56,50,0.401931
57,50,0.217710
59,50,0.501858
60,50,0.459619
61,50,0.583230
62,50,0.804251
63,50,0.617549
3,51,0.198741
4,51,0.506109
5,51,0.518415
6,51,0.156758
8,51,0.348635
10,51,0.353652
12,51,0.432878
13,51,0.249578
14,51,0.386908
19,51,0.396055
24,51,0.238633
26,51,0.118828
29,51,0.237287
33,51,0.096253
42,51,0.510748
43,51,0.437426
44,51,0.451285
45,51,0.152039
46,51,0.279264
52,51,0.357027
53,51,0.200767
61,51,0.133096
62,51,0.260381
1,52,0.260295
15,52,0.108057
22,52,0.171214
27,52,0.075128
44,52,0.094559
51,52,0.357027
58,52,0.143867
59,52,0.298926
61,52,0.224155
63,52,0.191742
64,52,0.158301
66,52,0.166434
2,53,0.430895
3,53,0.005313
6,53,0.046190
8,53,0.168302
9,53,0.620344
10,53,0.153288
11,53,0.686504
12,53,0.471238
13,53,0.145151
14,53,0.218271
16,53,0.340602
23,53,0.467354
24,53,0.400491
26,53,0.200755
29,53,0.162792
31,53,0.707696
33,53,0.109454
34,53,0.480622
36,53,0.767992
37,53,0.598589
43,53,0.259800
45,53,0.149248
46,53,0.432761
50,53,0.741923
51,53,0.200767
55,53,0.265270
56,53,0.344779
61,53,0.172420
62,53,0.062341
1,54,0.399510
9,54,0.299290
11,54,0.269450
15,54,0.282770
16,54,0.344709
17,54,0.521883
20,54,0.376764
22,54,0.309645
24,54,0.264678
28,54,0.614625
32,54,0.558827
36,54,0.401406
38,54,0.424240
39,54,0.518164
42,54,0.160507
44,54,0.399538
46,54,0.226580
49,54,0.458746
50,54,0.406888
56,54,0.361389
58,54,0.232701
59,54,0.095894
60,54,0.057034
63,54,0.223303
64,54,0.292751
66,54,0.312161
1,55,0.753886
2,55,0.179545
3,55,0.266481
4,55,0.363468
5,55,0.375154
6,55,0.239123
8,55,0.350693
10,55,0.393697
12,55,0.279137
13,55,0.217788
14,55,0.369072
19,55,0.264071
23,55,0.232876
26,55,0.064733
29,55,0.189219
33,55,0.171123
34,55,0.226996
37,55,0.366184
43,55,0.423339
45,55,0.124537
53,55,0.265270
61,55,0.281048
62,55,0.305180
3,56,0.341626
6,56,0.298618
9,56,0.289073
10,56,0.496999
11,56,0.373430
16,56,0.018864
20,56,0.159775
24,56,0.100828
36,56,0.431796
38,56,0.177206
42,56,0.373538
46,56,0.143822
50,56,0.401931
53,56,0.344779
54,56,0.361389
61,56,0.207171
62,56,0.406850
11,57,0.359984
17,57,0.169128
36,57,0.247387
49,57,0.151689
50,57,0.217710
1,58,0.221869
15,58,0.050295
22,58,0.108060
27,58,0.176951
44,58,0.167004
52,58,0.143867
54,58,0.232701
59,58,0.157081
60,58,0.178191
63,58,0.059229
64,58,0.085155
66,58,0.107370
1,59,0.303708
9,59,0.390437
11,59,0.365338
15,59,0.204128
17,59,0.617558
20,59,0.447985
22,59,0.217666
27,59,0.332472
28,59,0.683673
32,59,0.629620
36,59,0.497202
38,59,0.494454
39,59,0.589426
42,59,0.255477
44,59,0.318612
46,59,0.285013
49,59,0.551960
50,59,0.501858
52,59,0.298926
54,59,0.095894
58,59,0.157081
60,59,0.043414
63,59,0.133165
64,59,0.202758
66,59,0.220661
1,60,0.344139
9,60,0.347152
11,60,0.324712
15,60,0.227801
17,60,0.576037
20,60,0.406870
22,60,0.252630
24,60,0.279006
27,60,0.355093
28,60,0.643373
32,60,0.588862
36,60,0.456011
38,60,0.453643
39,60,0.548519
42,60,0.217382
44,60,0.344338
46,60,0.246136
49,60,0.508958
50,60,0.459619
54,60,0.057034
58,60,0.178191
59,60,0.043414
63,60,0.166269
64,60,0.235746
66,60,0.255129
1,61,0.473644
2,61,0.459693
3,61,0.167660
4,61,0.605631
5,61,0.618338
6,61,0.132168
8,61,0.340644
9,61,0.457573
11,61,0.517208
12,61,0.548478
13,61,0.290112
14,61,0.390420
16,61,0.196469
17,61,0.697601
20,61,0.363142
23,61,0.513623
24,61,0.237244
26,61,0.229148
29,61,0.292742
33,61,0.137239
36,61,0.606028
37,61,0.647209
38,61,0.384343
43,61,0.431953
44,61,0.318584
45,61,0.227491
46,61,0.264947
50,61,0.583230
51,61,0.133096
52,61,0.224155
53,61,0.172420
55,61,0.281048
56,61,0.207171
62,61,0.231563
2,62,0.458895
3,62,0.066051
6,62,0.108470
7,62,0.446799
8,62,0.111237
9,62,0.682466
10,62,0.093986
11,62,0.747595
13,62,0.136618
14,62,0.164377
16,62,0.402884
23,62,0.488120
24,62,0.462408
26,62,0.242790
29,62,0.163691
31,62,0.726640
33,62,0.165940
34,62,0.508490
36,62,0.830210
37,62,0.615487
40,62,0.420629
43,62,0.201157
45,62,0.181814
46,62,0.494075
50,62,0.804251
51,62,0.260381
53,62,0.062341
55,62,0.305180
56,62,0.406850
61,62,0.231563
1,63,0.188777
11,63,0.488048
15,63,0.084357
17,63,0.736244
22,63,0.086619
27,63,0.207442
36,63,0.617579
42,63,0.383432
44,63,0.189396
50,63,0.617549
52,63,0.191742
54,63,0.223303
58,63,0.059229
59,63,0.133165
60,63,0.166269
64,63,0.069751
66,63,0.088909
1,64,0.137203
11,64,0.555763
12,64,0.892582
15,64,0.062052
22,64,0.022982
27,64,0.151528
33,64,0.474847
36,64,0.684336
42,64,0.452569
44,64,0.128121
52,64,0.158301
54,64,0.292751
58,64,0.085155
59,64,0.202758
60,64,0.235746
63,64,0.069751
66,64,0.022385
5,65,0.642212
18,65,0.101844
21,65,0.107399
25,65,0.171229
31,65,0.319876
35,65,0.218242
37,65,0.397331
48,65,0.090390
67,65,0.132636
1,66,0.115819
11,66,0.576489
12,66,0.907573
15,66,0.079743
17,66,0.823611
22,66,0.005262
26,66,0.591305
27,66,0.149129
33,66,0.489636
36,66,0.705459
42,66,0.472341
44,66,0.122634
52,66,0.166434
54,66,0.312161
58,66,0.107370
59,66,0.220661
60,66,0.255129
63,66,0.088909
64,66,0.022385
